,Date,User,Tweet
235,2019-11-21 08:41:53+00:00,FocusMalaysiaMY,"The 12th Malaysia Plan of economic empowerment, environmental sustainability and social re-engineering will drive ECER growth to transform the region into a high value-added economy by 2025, with the adoption of Industry 4.0.  
https://t.co/jCeO8LzYUJ"
236,2019-11-21 05:35:02+00:00,The_HLX,"This is why we believe #Beyond4 is crucial in achieving this. Our talent needs to be upskilled and we choose to be a part of the solution. 
Dr M: Malaysia aims to be South-East Asia's Industry 4.0 hub | The Star Online https://t.co/qFWbl9AAI3"
237,2019-11-19 10:01:16+00:00,q9656296,"I will be glad to see you at our joint event with ProximaX!

DISTRIBUTED INFRASTRUCTURE: How blockchain will power Industry 4.0 in Malaysia and Ukraine
[https://t.co/bGUbZ3Z5dW] https://t.co/kkneaIAx5G"
238,2019-11-12 01:32:55+00:00,HareshDeol,"We speak about Industry 4.0, the rise of artificial intelligence, big data and flying cars.
Yet, some sports associations in Malaysia don't exist online."
239,2019-11-11 08:15:32+00:00,PeopleMatters2,"Graduates in Malaysia are too choosy in applying for jobs as universities are failing to offer courses that are needed by industry 4.0. Click to read more.👇
@ShwetaMod
https://t.co/MAU5oeFN29"
240,2019-11-07 09:00:11+00:00,YY2988,@TokPa_Comms  May I know what is Malaysia Industry transformation initiative slogan? Industry 4.0 or Industry 4WRD? What is 4WRD stands for?
241,2019-11-06 04:30:03+00:00,FoodNavAsia,@MiloMalaysia of the future: @Nestle Malaysia’s Global Centre of Excellence plugs into Industry 4.0 trends #milo #nestle #malaysia #Industry40 https://t.co/SazIJQWFy5 https://t.co/sfXblK1Bqd
242,2019-11-06 02:06:59+00:00,iot_ng,New post: Milo of the future: Nestle Malaysia’s Global Centre of Excellence plugs into Industry 4.0 trends – Foo https://t.co/BSXf4GuwEm
243,2019-11-05 21:35:18+00:00,iot_ng,New post: Milo of the future: Nestle Malaysia’s Global Centre of Excellence plugs into Industry 4.0 trends – https://t.co/IttOyner3r https://t.co/BJM8b4repy
244,2019-11-05 10:09:24+00:00,joesidek1,#tuesday #morning #national #gallery #jkkn #talk #dialogue #creative #industry #4.0 - let’s go forward #malaysia! https://t.co/RXQDS8IHxn
245,2019-11-05 03:57:00+00:00,SiriusXPX,"Join #ProximaX and https://t.co/blUjZcabAv for an evening at the ProximaX Accelerator Centre in Kuala Lumpur for a panel discussion on how #blockchain will power Industry 4.0 in Malaysia and Ukraine.

Register here 👇

https://t.co/99TABpNkmu"
246,2019-11-04 20:10:54+00:00,padiyappa,"@SubashCBose6 Dia sort total dlm jobstreet n job malaysia je... Mmg byk kosong... Kerja2 yg tak boleh jd karier... Salesman, despatch, fast food, casher dll... Menteri ni bukan revolusion industry 4.0 punya minded..."
247,2019-11-04 15:22:47+00:00,482solutions,"Interested in #blockchain technology development? We are looking forward to seeing you at our event ""How blockchain will power Industry 4.0 in Malaysia and Ukraine""✨
Details  ⬇️
https://t.co/zQ0rEQuoC0 https://t.co/9ImRXwLp4c"
248,2019-11-04 01:13:14+00:00,FRinMalaysia,"Great news: doubling of capacity in Malaysia for French industrial gas giant @airliquidegroup through a major acquisition. Air Liquide Malaysia is also at the forefront of innovation and industry 4.0.
@OfficialMIDA @MITIMalaysia @DarellLeiking @imokman @InvestKL https://t.co/iyc3UDLUKo"
249,2019-11-03 08:12:24+00:00,Dr_Uzir,"Bersama-sama pelajar Universiti Malaysia Terengganu (UMT) dalam program Industry in Classroom: Statistics in IR 4.0 anjuran Fakulti Teknologi Kejuruteraan Kelautan dan Informatik di Auditorium Mahyuddin, UMT pada 3 November 2019. https://t.co/a9TvmaJ0Lb"
250,2019-11-03 01:16:30+00:00,PFellowsAlumni,"Malaysia is forging ahead with Industry 4.0 (IR4.0). The objective is to modernise our industrial capability, and transform the economy from a low-cost manufacturing country into a high-value competing manufacturer. Firms attempt to maximise productivity and profitability"
251,2019-11-02 13:39:01+00:00,Dr_Uzir,"Pada 3 November 2019, akan bersama-sama pelajar Universiti Malaysia Terengganu dalam program Industry in Classroom: Statistics in IR 4.0 anjuran Fakulti Teknologi Kejuruteraan Kelautan dan Informatik. https://t.co/S0Yd6TNVmn"
252,2019-11-02 02:00:34+00:00,HazmiRahim1,"Malaysian government plan for IR 4.0 :
1) Focusing on the development of the manufacturing industry
2) value added labour productivity
3) Technological Intergration 

#IndustrialRevolution4.0 #Malaysia #IR4.0 #economy #Economist"
253,2019-11-01 06:59:02+00:00,putzelmann,Just arrived @Schiphol. Had a great conversation on my @KLM flight with Datuk Redza from @SimeDarbyComms Malaysia Vision Valley #MVV. Suggested to rebrand (again) to MVV 4.0 in stead of 2.0. Matches better with the Industry 4.0 initiative. 😊 @imokman @MITIMalaysia @Brainport_int https://t.co/gYDv3GaUd0
254,2019-10-31 08:14:32+00:00,mimosmalaysia,"Industry4WRD Summit 2019 aims to update business communities on the latest development in Industry4WRD initiatives &amp; encourage the adoption of Industry 4.0  MIMOS showcased Industry4WRD solution at the event.
Ministry of International Trade and Industry, Malaysia
#Industry4WRD https://t.co/FEHT0C4DmE"
255,2019-10-31 01:38:55+00:00,Ngsuying73,I'm attending DISTRIBUTED INFRASTRUCTURE: How blockchain will power Industry 4.0 in Malaysia and Ukraine on Nov 21 https://t.co/ivb0ZEeGRW via @Peatix
256,2019-10-30 08:23:15+00:00,DamienRichardOz,Professionals in International Trade is excited to host its members at this event about the Industry 4.0 in the ASEAN region. In partnership with the Australia Malaysia Business Council (NSW &amp; ACT Chapter) and the Australia Indonesia Business Council (AIB…https://t.co/CM2VxO3XKl
257,2019-10-30 03:11:34+00:00,NanoMalaysia,"NanoMalaysia Berhad is at the Industry4WRD Summit. Find out more about nanotechnology commercialisation and industrialisation, and it's role in Industry 4.0 in Malaysia. Industry4WRD Summit is happening today and… https://t.co/utjl0Plw8m"
258,2019-10-25 06:41:03+00:00,MohdIzairul,@MG92_2 @faizulpijun it's true. when industry 4.0 hit  malaysia. they dont need you anymore.
259,2019-10-24 20:47:38+00:00,MYembassyRome,"The Embassy &amp; @DiplomacyinRome organized a seminar on ‘Malaysia:Industry 4.0 &amp; Startups Initiatives’. The speakers were Mr Awangku,@OfficialMIDA , Mr Stefano Pighini,@LVentureGroup &amp; Mr Arturo Lavalle, @Uni_Marconi . 
#diplomacy https://t.co/AcXsZ5nMdT"
260,2019-10-22 12:09:54+00:00,platinum_fund,"Hello everyone!

It's time to watch the first part of Leo Umanov's diary!
He is taking part in ➡️""Industry 4.0 revolution Conference""⬅️ in Malaysia.

https://t.co/Py2aYCRAjt"
261,2019-10-22 05:30:24+00:00,08_harith,"@Thaza_Kun ""MaLaySiA INdusTrY 4.0"" 
Diorang pikir PHD kaji air longkang je ke lol. Yg tukang mikir bangunan tinggi2 tu SPM?"
262,2019-10-22 04:35:13+00:00,iot_ng,New post: Malaysia wants to adopt the industry 4.0 revolution – Market Expert https://t.co/j7hOXnGPdk
263,2019-10-22 04:07:03+00:00,iot_ng,New post: Malaysia wants to adopt the industry 4.0 revolution – Market Expert https://t.co/13KnYl7VAQ
264,2019-10-22 00:27:20+00:00,DigitalAPAC,#Malaysia aims to be the hub for #Industry #4.0 in SEA and regain its status as an Asian Tiger. Read on to find out more about this #Industry #4.0 transformation in the country and future changes in the #digital industry.  https://t.co/xGgPZbjb5t
265,2019-10-21 19:00:35+00:00,CSEASUCB,TODAY - UC Berkeley Events Calendar: Malaysia's Finance Minister Lim Guan Eng on 'Industry 4.0 and the Extension of Malaysia's Economic Success Story' https://t.co/TzYKhjEJ2o
266,2019-10-21 10:44:58+00:00,IndustriALL_GU,"Trade unions from Cambodia, Indonesia, Malaysia, Philippines, Thailand and Vietnam, gathered in Bangkok last week to discuss how best to meet the challenges of Industry 4.0, which is having a big impact on South-East Asia #automation #digitalization https://t.co/H7vpmc25Zw https://t.co/6JwTmS02wy"
267,2019-10-21 06:46:23+00:00,hash_1993,"@AidilZiri Poji boleh la. Dia power, i tak huhu. Jom cari german companies in malaysia haha. Ada satu tu based in stuttgart dia planning nak bukak facility dekat melaka. Buat optical sensor utk industry 4.0"
268,2019-10-21 06:27:44+00:00,incognito_dr,"@tvOneNews Hebat Indonesia. CEO Gojek bakal menjadi Menteri. Cabaran @jokowi utk transformasi industry IoT dan industri 4.0. Kalau di Malaysia menteri2 nya sijil belajar pun kucar kacir, guna visi cut &amp; paste. Ada tu pengalaman kerja pun tak ada harharhar. Tahniah Pak Presiden!"
269,2019-10-20 23:50:48+00:00,aly_madhavji,Blockchain Meets 4.0 - How #Blockchain Is Transforming Industries #blockchainMeets4.0 #PrimeMinister #myindustries2019 #industry #technology #malaysia #adoption #consumer #BFF #bitcoinmalaysia #blockon #blockzero @tingaaron ⁦@BlockchainFF⁩ ⁦@BlockOnConf⁩ https://t.co/AFj0XFw7Is
270,2019-10-17 05:15:46+00:00,SaltJobsAsia,"Malaysia aims to be the hub for Industry 4.0 in South- East Asia to regain its status as an Asian Tiger. The rapid adoption of Industrial Revolution 4.0 in #Malaysia is the way forward in view of the accelerated speed in which new #technologies evolved. 

https://t.co/O9MXASGSaQ"
271,2019-10-16 18:28:15+00:00,Alamuodi8,"فخور بمشاركتي في جامعة سيجي في تنظيم المؤتمر العالمي للصناعة في ماليزيا بحضور رئيس الوزراء الماليزي مهاتير  محمد 
Proud as one of the crew in
""INTERNATIONAL CONFERENCE ON INDUSTRY 4.0 "" at Segi University, Malaysia. 

Thanks to  honorable Prime Minister, Tun Dr Mahathir https://t.co/svcXEG5M4P"
272,2019-10-16 15:44:47+00:00,BRI_SL,Dr M: Malaysia aims to be South-East Asia's Industry 4.0 hub https://t.co/Uvr99PhEuF via @staronline
273,2019-10-16 11:04:36+00:00,tzenlong,Dr M: Malaysia aims to be South-East Asia's Industry 4.0 hub https://t.co/F1f1jOHs2w via @staronline
274,2019-10-16 08:19:21+00:00,FocusMalaysiaMY,"SEGi University’s first mega international conference and exhibition on Industry 4.0, ‘MYINDUSTRIES 2019’, was launched by the Prime Minister of Malaysia, Tun Dr. Mahathir Mohamad. 

https://t.co/acOtuLfJhN"
275,2019-10-16 04:20:35+00:00,mahwengkwai,Malaysia is targeting to be an Industry 4.0 hub in South-East Asia to regain its status as an Asian Tiger. https://t.co/yMRYKWWcaM
276,2019-10-16 00:57:29+00:00,FRinMalaysia,"French Minister of State for Economy &amp; Finance, @AgnesRunacher recently visited Malaysia to promote cooperation and dialogue on #innovation &amp; industry 4.0 between 🇲🇾 &amp; 🇫🇷. Here are some of the highlights of her visit.

@airliquidegroup @Airbus @imokman @RadziJidin @ExecuJetAvGrp https://t.co/DLL9j3IhLr"
277,2019-10-15 23:34:04+00:00,CatYong88,"Malaysia's Industry 4.0 funding options
 https://t.co/zzGvljwLD9 https://t.co/2frQRhTL34"
278,2019-10-15 23:17:12+00:00,jess_wau,Dr M: Malaysia aims to be South-East Asia's Industry 4.0 hub https://t.co/pY3S6Vha1R via @staronline
279,2019-10-15 21:46:49+00:00,danielcfng,"#Malaysia is targeting to be an Industry 4.0 hub in #SouthEastAsia to regain its status as an Asian Tiger

#Industry40 #DigitalEconomy #DigitalTransformation

https://t.co/QSVuy1dfRf"
280,2019-10-15 01:59:06+00:00,GeorgeGerald,Malaysia aims to be the hub for Industry 4.0 in South- East Asia to regain its status as an Asian Tiger. https://t.co/BBjo5FZNlP https://t.co/hE2NNoMMUD
281,2019-10-15 01:36:01+00:00,AseanNewsToday,"Dr M: Malaysia #aims to be South-East Asia’s Industry 4.0 hub” &amp; all of the #Malaysia  #news you need to know on one page for October 15 2019 via @aecnewstoday #independentmedia
https://t.co/jVU6UqHOIs"
282,2019-10-15 01:14:39+00:00,JohnMacIntyre2,"Prof Patrick Kee, Vice Chancellor of our strategic partner in Malaysia, SEGi University, opens Day 2 of the International Conference on Industry 4.0. No fewer than three government ministers will be speaking today. Malaysia’s Industry4WRD programme will drive economic development https://t.co/the43csMFJ"
283,2019-10-14 15:58:40+00:00,BiznessRacer,Dr M: Malaysia aims to be South-East Asia's Industry 4.0 hub https://t.co/9ExE2DI3HS
284,2019-10-14 14:32:24+00:00,watsupasia,Latest: Dr M: Malaysia aims to be South-East Asia’s Industry 4.0 hub https://t.co/ldySSNblSt
285,2019-10-14 12:47:50+00:00,translatorbali,"Malaysia PM Tun Dr Mahathir bin Mohamad attended the International Conference on Industry 4.0: A Global Revolution on Business, Technology and Productivity at SEGI University, Kota Damansara this evening. #Industry40  https://t.co/bAUwK3Ojm5"
286,2019-10-14 12:47:26+00:00,Badruddeen,Dr M: Malaysia aims to be South-East Asia's Industry 4.0 hub https://t.co/EQAZqPDPC7 via @staronline
287,2019-10-14 12:35:33+00:00,iot_ng,New post: Dr M: Malaysia aims to be South-East Asia’s Industry 4.0 hub – The Star Online https://t.co/9aMOrw59K9
288,2019-10-14 12:07:02+00:00,iot_ng,New post: Dr M: Malaysia aims to be South-East Asia’s Industry 4.0 hub – The Star Online https://t.co/CNSagxghG6
289,2019-10-14 11:52:57+00:00,staronline,"Dr M: Malaysia aims to be South-East Asia's Industry 4.0 hub
https://t.co/6enTUq3hcU  https://t.co/6enTUq3hcU"
290,2019-10-13 06:53:28+00:00,FogelbergAnders,The speed of the digital adoption in Shanghai is stunning. During recent visit I experienced first hand how the industry is utilising Industry 4.0 solutions to improve sustainability &amp; optimise processes. Excited to implement some of these best practices with my team in Malaysia. https://t.co/vlfchA3jS5
291,2019-10-11 15:40:42+00:00,Jhack4818,"Revolusi Industry 4.0 Semakin Memperhebatkan dirinya di Malaysia......
Recolusi Di mana Tenaga Manusia akan diganti dengan Tenaga Mesin....
Sebagai Contoh KAUNTER CINEMA, KAUNTER MCD DAN KAUNTER PARKING.....
Dan apa… https://t.co/eZQFDwmb6G"
292,2019-10-11 13:34:51+00:00,MariaMalissa,"*Malaysia Budget 2020*

- 10 yr tax break for electronics sector that shift towards 5G and Industry 4.0
- Shorten procedures to register business
- Allow delayed payments at customs to speed up trade
- MYR 250m on rural connectivity
- MYR 50m for 5G ecosystem"
293,2019-10-11 11:35:59+00:00,codebluenews,"Countries Need To Protect Fruits Of Investment And Industry 4.0

Malaysia’s growing life science sector is also hurt by the government’s willingness to use compulsory licenses as a tool to promote access to medicines. @genevanetwork 

https://t.co/RKvvG63VHu"
294,2019-10-11 08:32:17+00:00,MGBF_News,"Additional RM550 Million for companies to develop smart automation, which will lead to the development of Industry 4.0
#Smarter #Budget2020 #Belanjawan2020 #EconomicDevelopment #news #Malaysia #Industry40"
295,2019-10-09 23:57:53+00:00,danielcfng,"How the processes have changed with the advent of Industry 4.0 and what repercussions they have had on #ProjectManagement

#Industry40 ⁦@PenangInstitute⁩ #DigitalEconomy #SmartNation #Penang #Malaysia  https://t.co/LEfnbSMyYC"
296,2019-10-09 11:23:52+00:00,aphrisadhiani,How do you skill &amp; retain a talented workforce required for Industry 4.0? Find industry specific visionary insights into the possibilities of #innovating business models &amp; planning for an Industry 4.0 at Malaysia 2.0 Summit.Register NOW https://t.co/sbEUIeas3w #IBM #IBMIndonesia
297,2019-10-09 11:06:52+00:00,lamboky,How do you skill &amp; retain a talented workforce required for Industry 4.0? Find industry specific visionary insights into the possibilities of #innovating business models &amp; planning for an Industry 4.0 at Malaysia 2.0 Summit. Register NOW https://t.co/AV9e6eUeDK #IBM #IBMIndonesia
298,2019-10-09 07:59:16+00:00,devbangah,"I was recently interviewed by BFM 89.9 - The Business Station on my views of Industry 4.0 in Malaysia. You may listen to the podcast here: 101: Industry 4.0 - Where Are We? 

Recently IDC and INTI International University &amp; College…https://t.co/et91EYve6b https://t.co/3Kv00FrzzD"
299,2019-10-09 04:05:01+00:00,vimallaaa,How do you skill and retain a talented workforce required for Industry 4.0? Find industry specific visionary insights into the possibilities of #innovating business models and planning for an Industry 4.0 at Malaysia 2.0 Summit. #IBM #Services #IBMindonesia
300,2019-10-09 03:22:38+00:00,febdear,How do you skill and retain a talented workforce required for Industry 4.0? Find industry specific visionary insights into the possibilities of #innovating business models and planning for an Industry 4.0 at Malaysia 2.0 Summit. Register Now https://t.co/SXxuTxd7TA #IBMIndonesia
301,2019-10-07 04:50:06+00:00,AynaNur_,@TonyStarkmelayu HAHAHAHAHAHAHAHHAAHHA byk company kat Malaysia ni tak apply lagi industry 4.0
302,2019-10-05 17:57:19+00:00,icharis,"Another My Pals Are Here Educators Gathering 2019 event. Meeting great educators from Indonesia, Philippines, India, Singapore, Malaysia, and South Africa. My topic is about gearing up toward industry 4.0. Students must be able create innovatively, think…https://t.co/XQlj0No9Qp"
303,2019-10-04 05:04:33+00:00,CatYong88,Malaysia's Industry 4.0 journey: Practical beginnings https://t.co/WqttCFA4fq
304,2019-10-03 09:56:29+00:00,tanjooilong,"Deputy minister: MITI to provide financial aid to companies registered under Industry 4.0 #Malaysia

@_rodahidup @ahkmlog @billtay25 @devilishram @drsunflower @einxnitta @extttc @geanalyst @imfsea_aruna @kuabt @lowelsielow @malaysianalways @yvonneapy https://t.co/4DoEmauWV9"
305,2019-10-03 09:44:27+00:00,InvestSelangor,"Since the introduction of National Policy on Industry 4.0: Industry4WRD, Invest Selangor has been encouraging SMEs to adopt IR4.0 enabling technologies.  

#Investselangor #Selangor #Malaysia #Nationalpolicy #Industry40 #IR40 #SME @mtdcmalaysia 

https://t.co/8Ip9FE6hOm"
306,2019-10-03 00:58:56+00:00,IEEEDigitalReal,"What do Malaysia and Industry 4.0 have in common? Discover more in this article in @NST_Online as students prepare to gear up for the workforce and embrace advances in technologies such as #AI, #AR, #VR and more. 
https://t.co/IxyhDXWzXF"
307,2019-10-01 10:59:48+00:00,Paddycooke2,"@OBGinsights met with @chedetofficial Dr Mahathir Mohamad last Friday in NYC for an exclusive interview on the shared prosperity agenda, structural reforms, ASEAN integration, FDI, industry 4.0, the US-China trade war, climate change + much more...
#MahathirMohamad #Malaysia https://t.co/k2dUjIvdzE"
308,2019-10-01 10:17:21+00:00,globsyn,"#GlobsynBusinessSchool invited Dr. Mahendhiran S. Nair, Vice President (R&amp;D) and Prof. of Econometrics at #MonashUniversity, KL, Malaysia, to conduct a Corporate Connect on Industry 4.0 Revolution and Its Impact on the Global Economy and Labour Market.

#CorporateConnect https://t.co/WRwtGljC77"
309,2019-09-26 01:49:31+00:00,CatYong88,Malaysia's Industry 4.0 journey: What and Why  #Industry4.0 https://t.co/VjV0iN6RBN
310,2019-09-26 01:09:39+00:00,ABB_Malaysia,#happeningnow ABB at FMM Industry 4.0 Conference 2019. https://t.co/CEWKnnwW2Y
311,2019-09-25 01:31:43+00:00,PatKunn,"Industry 4.0, not all company in Malaysia already reached this point. I believe the Automotive industry is the one who is the nearest to be there. It help to reduce human error that can lead to losses. By losses, I meant a lot of things. Economy, lives and etc."
312,2019-09-23 14:54:20+00:00,ABB_Malaysia,"Digital twin, Industry 4.0 and the future of manufacturing - French Ambassador HE Mr Frederic Laplanche and CCE delegation visit ABB in Malaysia. https://t.co/2wF9byXbTs"
313,2019-09-23 12:22:42+00:00,mightmalaysia,"Datuk Mohd Yusoff giving a presentation on Malaysia's Innovation Policy and Preparation for Industry 4.0 during the Inclusive Innovation Conference 2019 in Manila. The conference was hosted by the Department of Trade and Investment, Philippines
#mightmalaysia #wemakeithappen https://t.co/rQf5UtSA89"
314,2019-09-20 14:41:09+00:00,x_coat,"Visit in Malaysia 🇲🇾 @FRinMalaysia of @AgnesRunacher, the French Minister of State to the Minister of Economy and Finance, in charge of innovation and Industry 4.0. Meeting with @Airbus #Airbus https://t.co/ppG5olQXCt"
315,2019-09-20 07:10:54+00:00,x_coat,"Today, first visit in Malaysia 🇲🇾 of @AgnesRunacher, as a French Minister of State to the Minister of Economy and Finance, in charge of innovation and Industry 4.0 @FRinMalaysia @BF_Malaysia"
316,2019-09-20 07:08:24+00:00,x_coat,"Today, first visit in Malaysia 🇲🇾 of @AgnesRunacher, as a French Minister of State to the Minister of Economy and Finance, in charge of innovation and Industry 4.0 Malaysia @FRinMalaysia @BF_Malaysia"
317,2019-09-19 11:27:07+00:00,Finterra2u,"Finterra's Chief Product Architect will be speaking at the INDUSTRY 4.0: International Smart Manufacturing 4.0 Conference 2019 in Kuala Lumpur which discusses Readiness, Challenges &amp; Solutions To Successfully Implement Industry 4.0 in Malaysia.

#fintechnews #blockchain #Finterra https://t.co/7pwzr7uEKy"
318,2019-09-19 04:56:31+00:00,SriG6,“We’re living in exciting times as the #4IR is unfolding right before our very own eyes. Leading the Industry 4.0 pack in digital transformation and  innovation are autonomous drones”-  session in Ministry of International Trade and Industry Malaysia by A…https://t.co/ZO8sHLTBEw
319,2019-09-15 11:13:00+00:00,TBYupdates,"The #automotive sector is at the heart of Malaysia's drive toward Industry 4.0, part of a national renewal project driven by increased productivity and #commercial potential https://t.co/AizmPKqUOz"
320,2019-09-13 10:30:01+00:00,MARiiMalaysia,"Read the article below to find out how Bosch Malaysia Sdn Bhd pushes Industry 4.0 (IR4.0), Internet of Things (IoT) and mobility products and solutions to local companies in adopting and leveraging on digital technologies.

https://t.co/R1A3OtAYmh"
321,2019-09-11 06:17:27+00:00,CatLianML,"Digital transformation is a need to be ready for Industry 4.0. It will be a key discussion at #Malaysia 2.0 Summit tomorrow. #IBM #cloud #AI #ibmmy20
https://t.co/qsyykeyuQF…"
322,2019-09-10 09:59:29+00:00,realsandboxasia,"SYNERGY - THE WAY FORWARD

Today marks the initiative collaboration between https://t.co/gEaWCQU329 and St. John's International School, Malaysia in embarking industry 4.0

#sandboxasia https://t.co/k7HDSTqNW5"
323,2019-09-05 06:49:58+00:00,miaconnect1967,"Happening now @ Risk Management Conference 2019 jointly organised by MIA &amp; The Institute of Internal Auditors Malaysia:
‘’Evolution of Risk Management in Industry 4.0’’ with Ranjit Singh, Group Chief Executive Officer, Axcelasia Inc 
#RiskManagementConference2019 https://t.co/oBhIVVHQix"
324,2019-09-02 18:10:23+00:00,belghanamiwassi,"Forum
Science, Technology, Engineering and Management: Industry 4.0 International Conference, 05 Sep 2019, Malaysia.

https://t.co/TS0U8xa0x3"
325,2019-08-30 09:13:03+00:00,MIMA_MALAYSIA,"Mr Mrisho Haji Mrisho from Tanzania delivered his speech at the Closing Ceremony of MTCP 2019 International Training Course on Fostering Maritime Industry Management through Industrial Revolution 4.0.

He is… https://t.co/tC5t9ywj0d"
326,2019-08-30 09:04:45+00:00,MIMA_MALAYSIA,"Dr Rizal Abdul Kadir, Acting Director General of MIMA delivered his Closing Remarks at the Closing Ceremony of MTCP 2019 International Training Course on Fostering Maritime Industry through Industrial Revolution 4.0.… https://t.co/2iBT6ZNGU4"
327,2019-08-30 09:03:57+00:00,MIMA_MALAYSIA,"Dr Rizal Abdul Kadir, Acting Director General of MIMA delivered his Closing Remarks at the Closing Ceremony of MTCP 2019 International Training Course on Fostering Maritime Industry through Industrial Revolution 4.0.… https://t.co/sAhaUhpYaz"
328,2019-08-30 08:50:56+00:00,MIMA_MALAYSIA,"Certificate Presentation Ceremony to participants of MTCP 2019 International Training Program on Fostering Maritime Industry Management through Industrial Revolution 4.0 by Ms Siti Farsha Murni Izami, MTCP… https://t.co/x12X3rPC87"
329,2019-08-30 08:50:05+00:00,MIMA_MALAYSIA,"Certificate Presentation Ceremony to participants of MTCP 2019 International Training Program on Fostering Maritime Industry Management through Industrial Revolution 4.0 by Ms Siti Farsha Murni Izami, MTCP… https://t.co/gCeEf11c3L"
330,2019-08-29 04:02:23+00:00,MIMA_MALAYSIA,"28 August 2019 - Participants of MTCP 2019 International Training Course on Fostering Maritime Industry Management through Industrial Revolution 4.0 on a field trip to Port Klang Authority at Port Klang.

Ms Shanti… https://t.co/LSzNcibAGT"
331,2019-08-27 10:30:00+00:00,DNewsAsia,Industry experts offer their views on why #SMEs in Malaysia are slow in adopting #Industry40 suggests measures that can be taken to help SMEs embrace Industry 4.0 https://t.co/3IBNiKeYfD
332,2019-08-26 09:02:51+00:00,Anjali2806,"How do you skill &amp; retain a talented workforce required for #Industry40 ? Find industry specific visionary insights, innovative business models and plan for an Industry 4.0 at Malaysia 2.0 Summit. #Ibmmy20 Register https://t.co/5zojunnyYi #IBM #IBMservices"
333,2019-08-23 10:00:00+00:00,itapasiapacific,"Last call to join us at the Industry 4.0 Forum in Sabah, Malaysia.
Meet industry leaders and learn about the perceptions and attitudes towards adopting industry 4.0
Sign up now at https://t.co/slY0thLSko
#ITAP2019 https://t.co/OiJul60G6z"
334,2019-08-23 08:10:43+00:00,MIMA_MALAYSIA,"Cdr Ang Chin Hup cited a research by MIGHT on how Industry 4.0 affects the SBSR industry at MTCP 2019 International Training Course on Fostering Maritime Industry Management through Industry Revolution 4.0.

There… https://t.co/yToHbLjXSn"
335,2019-08-22 16:17:39+00:00,TM_One,"TM ONE Smart Industry Showcase has finally drawn to a close. We pledge to continue creating awareness on #IoT, #AI, and #BigData to prep the industry in embracing Industrial Revolution 4.0 (IR4.0) to realise Malaysia's aspiration of a #DigitalNation! 

#madepossible by #TMONE https://t.co/I6kSxNCXVp"
336,2019-08-22 07:22:28+00:00,akademisains,"A sharing on the industry revolution 4.0 in Malaysia by @HazamiHabib, ASM CEO with the Malaysian Technical Cooperation Programme (MTCP) 2019 : Economic Planning &amp; Management  Course participants. https://t.co/nBoOUTOUzf"
337,2019-08-22 07:09:01+00:00,StevenLeeEY,Looking forward to a strong push towards Industry 4.0 from Malaysia! https://t.co/zJdKZDfH3k
338,2019-08-21 23:07:03+00:00,AcertaAnalytics,"""[O]nly 90 SMEs are found to be eligible for funding under the national blueprint, Industry 4.0 Malaysia Association President Raja Teagarajan told media. ...To put this in context, Malaysia has over 500,000 SMEs...""

#Industry40 @TechWireAsia  

https://t.co/CiKJALscWB"
339,2019-08-21 13:35:15+00:00,iot_ng,New post: Major SMEs in Malaysia haven’t even adapted to the Industry 4.0 – Market Expert https://t.co/unmIGKrV6G
340,2019-08-21 13:07:06+00:00,iot_ng,New post: Major SMEs in Malaysia haven’t even adapted to the Industry 4.0 – Market Expert https://t.co/NhbhrmKH1e
341,2019-08-21 12:05:07+00:00,MIMA_MALAYSIA,"Participants of MTDC 2019 on International Training Course on Fostering Maritime Industry  Management through Industry Revolution 4.0 visited MTDC's Centre of 9 Pillars (Co9P) at Serdang.

Participants were briefed… https://t.co/mwZrfVLluS"
342,2019-08-21 11:43:43+00:00,MIMA_MALAYSIA,"Mr. Farish Nizar Othman, Director of Corporate Services, MTDC welcomed participants of MTCP 2019 International  Training Course on Fostering Maritime Industry Management through Industrial Revolution 4.0 to MTDC and… https://t.co/BkQXzKIrp6"
343,2019-08-21 11:12:39+00:00,MIMA_MALAYSIA,Participants of MTCP 2019 International Training Course on Fostering Maritime Industry  Management through Industry Revolution 4.0 on a field trip to Wisma Putra for Malaysian Technical Cooperation Programme… https://t.co/JQfhf55V5P
344,2019-08-21 07:39:03+00:00,bidikindonesi,TEKNIK PERTANIAN UNSYIAH DAN UNIVERSITI MALAYSIA PAHANG GELAR INTERNASIONAL CONFERENCE “Challenges and Opportunities Toward Industry 4.0” https://t.co/XSitiAb3rh https://t.co/uDUMjgtk0i
345,2019-08-21 05:07:05+00:00,jsivali,"How Malaysia can push its Industry 4.0 agenda forward
#I40 #DigitalTransformation https://t.co/ML9ahZHWIv"
346,2019-08-21 05:01:50+00:00,SoumikRoy,"How Malaysia can push its Industry 4.0 agenda forward
#I40 #DigitalTransformation https://t.co/QGHVci5MLW #tech"
347,2019-08-21 05:01:46+00:00,TechWireAsia,"How Malaysia can push its Industry 4.0 agenda forward
#I40 #DigitalTransformation https://t.co/yOpIq0Ly5m"
348,2019-08-20 04:13:00+00:00,itapasiapacific,"Only 2 more days to our Industry 4.0 Forum in Kuala Lumpur, Malaysia.
Get insights on how companies are adopting advanced industry 4.0 technologies like AI
Register here https://t.co/U9SU9ekxJy
#ITAP2019 https://t.co/PNktU9pbn7"
